year,week,date,home_team,home_conference,home_points,away_team,away_conference,away_points,significance,home_rank,away_rank,outlet
2022,11,2022-11-13 03:30:00+00:00,UCLA,Pac-12,28,Arizona,Pac-12,34,ranked_matchup,9.0,,FOX
2022,12,2022-11-18 00:30:00+00:00,Tulane,American Athletic,59,SMU,American Athletic,24,ranked_matchup,21.0,,ESPN
2022,12,2022-11-19 16:00:00+00:00,UCF,American Athletic,14,Navy,American Athletic,17,ranked_matchup,17.0,,ESPN2
2022,12,2022-11-19 17:00:00+00:00,Alabama,SEC,34,Austin Peay,Atlantic Sun,0,ranked_matchup,8.0,,SECN+
2022,12,2022-11-19 17:00:00+00:00,Michigan,Big Ten,19,Illinois,Big Ten,17,ranked_matchup,3.0,,ABC
2022,12,2022-11-19 17:00:00+00:00,Florida State,ACC,49,Louisiana,Sun Belt,17,ranked_matchup,20.0,,ESPN3
2022,12,2022-11-19 17:00:00+00:00,Baylor,Big 12,28,TCU,Big 12,29,ranked_matchup,,4.0,FOX
2022,12,2022-11-19 19:00:00+00:00,West Virginia,Big 12,31,Kansas State,Big 12,48,ranked_matchup,,19.0,BIG12|ESPN+
2022,12,2022-11-19 19:15:00+00:00,Arizona State,Pac-12,7,Oregon State,Pac-12,31,ranked_matchup,,25.0,ESPN2
2022,12,2022-11-19 19:30:00+00:00,Notre Dame,FBS Independents,44,Boston College,ACC,0,ranked_matchup,18.0,,Peacock
2022,12,2022-11-19 20:30:00+00:00,Kentucky,SEC,6,Georgia,SEC,16,ranked_matchup,,1.0,CBS
2022,12,2022-11-19 20:30:00+00:00,Maryland,Big Ten,30,Ohio State,Big Ten,43,ranked_matchup,,2.0,ABC
2022,12,2022-11-19 20:30:00+00:00,Rutgers,Big Ten,10,Penn State,Big Ten,55,ranked_matchup,,11.0,BTN
2022,12,2022-11-19 20:30:00+00:00,Clemson,ACC,40,Miami,ACC,10,ranked_matchup,9.0,,ESPN
2022,12,2022-11-19 21:00:00+00:00,Temple,American Athletic,3,Cincinnati,American Athletic,23,ranked_matchup,,22.0,ESPNU
2022,12,2022-11-19 22:30:00+00:00,North Carolina,ACC,17,Georgia Tech,ACC,21,ranked_matchup,13.0,,ESPN2
2022,12,2022-11-20 00:00:00+00:00,South Carolina,SEC,63,Tennessee,SEC,38,ranked_matchup,,5.0,ESPN
2022,12,2022-11-20 00:30:00+00:00,Oklahoma,Big 12,28,Oklahoma State,Big 12,13,ranked_matchup,,24.0,ABC
2022,12,2022-11-20 00:30:00+00:00,Arkansas,SEC,42,Ole Miss,SEC,27,ranked_matchup,,14.0,SECN
2022,12,2022-11-20 01:00:00+00:00,UCLA,Pac-12,45,USC,Pac-12,48,ranked_matchup,16.0,7.0,FOX
2022,12,2022-11-20 02:00:00+00:00,LSU,SEC,41,UAB,Conference USA,10,ranked_matchup,6.0,,ESPN2
2022,12,2022-11-20 02:00:00+00:00,Washington,Pac-12,54,Colorado,Pac-12,7,ranked_matchup,15.0,,PAC12
2022,12,2022-11-20 03:30:00+00:00,Oregon,Pac-12,20,Utah,Pac-12,17,"ranked_matchup,upset_victory",12.0,10.0,ESPN
2022,13,2022-11-25 00:00:00+00:00,Ole Miss,SEC,22,Mississippi State,SEC,24,ranked_matchup,20.0,,ESPN
2022,13,2022-11-25 17:00:00+00:00,Texas,Big 12,38,Baylor,Big 12,27,ranked_matchup,24.0,,ESPN
2022,13,2022-11-25 17:00:00+00:00,Cincinnati,American Athletic,24,Tulane,American Athletic,27,ranked_matchup,21.0,19.0,ABC
2022,13,2022-11-25 20:30:00+00:00,North Carolina,ACC,27,NC State,ACC,30,ranked_matchup,18.0,,ABC
2022,13,2022-11-25 21:30:00+00:00,California,Pac-12,28,UCLA,Pac-12,35,ranked_matchup,,17.0,FOX
2022,13,2022-11-26 00:30:00+00:00,Florida State,ACC,45,Florida,SEC,38,ranked_matchup,16.0,,ABC
2022,13,2022-11-26 17:00:00+00:00,James Madison,Sun Belt,47,Coastal Carolina,Sun Belt,7,ranked_matchup,,23.0,ESPNU
2022,13,2022-11-26 17:00:00+00:00,Georgia,SEC,37,Georgia Tech,ACC,14,ranked_matchup,1.0,,ESPN
2022,13,2022-11-26 17:00:00+00:00,Ohio State,Big Ten,23,Michigan,Big Ten,45,"ranked_matchup,upset_victory",2.0,3.0,FOX
2022,13,2022-11-26 17:00:00+00:00,Clemson,ACC,30,South Carolina,SEC,31,ranked_matchup,7.0,,ABC
2022,13,2022-11-26 20:30:00+00:00,Alabama,SEC,49,Auburn,SEC,27,ranked_matchup,8.0,,CBS
2022,13,2022-11-26 20:30:00+00:00,Oregon State,Pac-12,38,Oregon,Pac-12,34,"ranked_matchup,upset_victory",22.0,10.0,ABC
2022,13,2022-11-26 21:00:00+00:00,TCU,Big 12,62,Iowa State,Big 12,14,ranked_matchup,4.0,,FOX
2022,13,2022-11-26 21:00:00+00:00,Penn State,Big Ten,35,Michigan State,Big Ten,16,ranked_matchup,11.0,,FS1
2022,13,2022-11-26 21:00:00+00:00,Colorado,Pac-12,21,Utah,Pac-12,63,ranked_matchup,,14.0,PAC12
2022,13,2022-11-27 00:00:00+00:00,Texas A&M,SEC,38,LSU,SEC,23,ranked_matchup,,6.0,ESPN
2022,13,2022-11-27 00:00:00+00:00,South Florida,American Athletic,39,UCF,American Athletic,46,ranked_matchup,,25.0,ESPN2
2022,13,2022-11-27 00:30:00+00:00,USC,Pac-12,38,Notre Dame,FBS Independents,27,ranked_matchup,5.0,13.0,ABC
2022,13,2022-11-27 00:30:00+00:00,Vanderbilt,SEC,0,Tennessee,SEC,56,ranked_matchup,,9.0,SECN
2022,13,2022-11-27 01:00:00+00:00,Kansas State,Big 12,47,Kansas,Big 12,27,ranked_matchup,15.0,,FOX
2022,13,2022-11-27 03:30:00+00:00,Washington State,Pac-12,33,Washington,Pac-12,51,ranked_matchup,,12.0,ESPN
2022,14,2022-12-03 00:30:00+00:00,UTSA,Conference USA,48,North Texas,Conference USA,27,ranked_matchup,23.0,,CBSSN
2022,14,2022-12-03 01:00:00+00:00,USC,Pac-12,24,Utah,Pac-12,47,"ranked_matchup,upset_victory",4.0,12.0,FOX
2022,14,2022-12-03 17:00:00+00:00,TCU,Big 12,28,Kansas State,Big 12,31,"ranked_matchup,upset_victory",3.0,13.0,ABC
2022,14,2022-12-03 21:00:00+00:00,Tulane,American Athletic,45,UCF,American Athletic,28,ranked_matchup,18.0,22.0,ABC
2022,14,2022-12-03 21:00:00+00:00,Georgia,SEC,50,LSU,SEC,30,ranked_matchup,1.0,11.0,CBS
2022,14,2022-12-04 01:00:00+00:00,Michigan,Big Ten,43,Purdue,Big Ten,22,ranked_matchup,2.0,,FOX
2022,14,2022-12-04 01:00:00+00:00,North Carolina,ACC,10,Clemson,ACC,39,ranked_matchup,24.0,10.0,ESPN3
2022,1,2022-12-16 16:30:00+00:00,UAB,Conference USA,24,Miami (OH),Mid-American,20,bowl_game,,,ESPN
2022,1,2022-12-16 20:00:00+00:00,Troy,Sun Belt,18,UTSA,Conference USA,12,"bowl_game,ranked_matchup",19.0,,ESPN
2022,1,2022-12-17 00:00:00+00:00,North Central College,CCIW,28,University of Mount Union,Ohio,21,bowl_game,,,ESPN+
2022,1,2022-12-17 00:00:00+00:00,North Dakota State,MVFC,35,Incarnate Word,Southland,32,bowl_game,,,ESPN+
2022,1,2022-12-17 16:00:00+00:00,Louisville,ACC,24,Cincinnati,American Athletic,7,bowl_game,,,ESPN
2022,1,2022-12-17 17:00:00+00:00,North Carolina Central,MEAC,41,Jackson State,SWAC,34,bowl_game,,,ABC
2022,1,2022-12-17 18:00:00+00:00,Ferris State,GLIAC,34,Colorado School Of Mines,Rocky Mountain,14,bowl_game,,,ESPN+
2022,1,2022-12-17 19:30:00+00:00,Oregon State,Pac-12,30,Florida,SEC,3,"bowl_game,ranked_matchup",17.0,,ESPN
2022,1,2022-12-17 20:30:00+00:00,Fresno State,Mountain West,29,Washington State,Pac-12,6,"bowl_game,ranked_matchup",24.0,,ABC
2022,1,2022-12-17 21:00:00+00:00,South Dakota State,MVFC,39,Montana State,Big Sky,18,bowl_game,,,ESPN+
2022,1,2022-12-17 22:45:00+00:00,Southern Miss,Sun Belt,38,Rice,Conference USA,24,bowl_game,,,ESPN
2022,1,2022-12-18 00:30:00+00:00,BYU,FBS Independents,24,SMU,American Athletic,23,bowl_game,,,ABC
2022,1,2022-12-18 02:15:00+00:00,Boise State,Mountain West,35,North Texas,Conference USA,32,bowl_game,,,ESPN
2022,1,2022-12-19 19:30:00+00:00,UConn,FBS Independents,14,Marshall,Sun Belt,28,bowl_game,,,ESPN
2022,1,2022-12-20 20:30:00+00:00,San José State,Mountain West,27,Eastern Michigan,Mid-American,41,bowl_game,,,ESPN
2022,1,2022-12-21 00:30:00+00:00,Toledo,Mid-American,21,Liberty,FBS Independents,19,bowl_game,,,ESPN
2022,1,2022-12-22 02:00:00+00:00,South Alabama,Sun Belt,23,Western Kentucky,Conference USA,44,bowl_game,,,ESPN
2022,1,2022-12-23 00:30:00+00:00,Air Force,Mountain West,30,Baylor,Big 12,15,bowl_game,,,ESPN
2022,1,2022-12-23 20:00:00+00:00,Houston,American Athletic,23,Louisiana,Sun Belt,16,bowl_game,,,ESPN
2022,1,2022-12-23 23:30:00+00:00,Missouri,SEC,17,Wake Forest,ACC,27,bowl_game,,,ESPN
2022,1,2022-12-25 01:00:00+00:00,San Diego State,Mountain West,23,Middle Tennessee,Conference USA,25,bowl_game,,,ESPN
2022,1,2022-12-26 19:30:00+00:00,Bowling Green,Mid-American,19,New Mexico State,FBS Independents,24,bowl_game,,,ESPN
2022,1,2022-12-27 17:00:00+00:00,Buffalo,Mid-American,23,Georgia Southern,Sun Belt,21,bowl_game,,,ESPN
2022,1,2022-12-27 20:15:00+00:00,Utah State,Mountain West,10,Memphis,American Athletic,38,bowl_game,,,ESPN
2022,1,2022-12-27 23:45:00+00:00,East Carolina,American Athletic,53,Coastal Carolina,Sun Belt,29,bowl_game,,,ESPN
2022,1,2022-12-28 03:15:00+00:00,Oklahoma State,Big 12,17,Wisconsin,Big Ten,24,bowl_game,,,ESPN
2022,1,2022-12-28 19:00:00+00:00,Duke,ACC,30,UCF,American Athletic,13,bowl_game,,,ESPN
2022,1,2022-12-28 22:30:00+00:00,Arkansas,SEC,55,Kansas,Big 12,53,bowl_game,,,ESPN
2022,1,2022-12-29 01:00:00+00:00,North Carolina,ACC,27,Oregon,Pac-12,28,"bowl_game,ranked_matchup",,15.0,FOX
2022,1,2022-12-29 02:00:00+00:00,Ole Miss,SEC,25,Texas Tech,Big 12,42,bowl_game,,,ESPN
2022,1,2022-12-29 19:00:00+00:00,Minnesota,Big Ten,28,Syracuse,ACC,20,bowl_game,,,ESPN
2022,1,2022-12-29 22:30:00+00:00,Florida State,ACC,35,Oklahoma,Big 12,32,"bowl_game,ranked_matchup",11.0,,ESPN
2022,1,2022-12-30 02:00:00+00:00,Washington,Pac-12,27,Texas,Big 12,20,"bowl_game,ranked_matchup",8.0,25.0,ESPN
2022,1,2022-12-30 17:00:00+00:00,NC State,ACC,12,Maryland,Big Ten,16,bowl_game,,,ESPN
2022,1,2022-12-30 19:00:00+00:00,UCLA,Pac-12,35,Pittsburgh,ACC,37,"bowl_game,ranked_matchup,upset_victory",21.0,22.0,CBS
2022,1,2022-12-30 20:30:00+00:00,South Carolina,SEC,38,Notre Dame,FBS Independents,45,"bowl_game,ranked_matchup",23.0,18.0,ESPN
2022,1,2022-12-30 21:30:00+00:00,Wyoming,Mountain West,27,Ohio,Mid-American,30,bowl_game,,,Barstool
2022,1,2022-12-31 01:00:00+00:00,Clemson,ACC,14,Tennessee,SEC,31,"bowl_game,ranked_matchup",13.0,6.0,ESPN
2022,1,2022-12-31 17:00:00+00:00,Kansas State,Big 12,20,Alabama,SEC,45,"bowl_game,ranked_matchup",14.0,5.0,ESPN
2022,1,2022-12-31 17:00:00+00:00,Kentucky,SEC,0,Iowa,Big Ten,21,bowl_game,,,ABC
2022,1,2022-12-31 21:00:00+00:00,Michigan,Big Ten,45,TCU,Big 12,51,"bowl_game,ranked_matchup",3.0,2.0,ESPN
2022,1,2023-01-01 01:00:00+00:00,Georgia,SEC,42,Ohio State,Big Ten,41,"bowl_game,ranked_matchup",1.0,4.0,ESPN
2022,1,2023-01-02 17:00:00+00:00,Illinois,Big Ten,10,Mississippi State,SEC,19,"bowl_game,ranked_matchup",,20.0,ESPN2
2022,1,2023-01-02 18:00:00+00:00,USC,Pac-12,45,Tulane,American Athletic,46,"bowl_game,ranked_matchup",12.0,9.0,ESPN
2022,1,2023-01-02 18:00:00+00:00,Purdue,Big Ten,7,LSU,SEC,63,"bowl_game,ranked_matchup",,16.0,ABC
2022,1,2023-01-02 22:00:00+00:00,Utah,Pac-12,21,Penn State,Big Ten,35,"bowl_game,ranked_matchup",10.0,7.0,ESPN
2022,1,2023-01-08 19:00:00+00:00,South Dakota State,MVFC,45,North Dakota State,MVFC,21,bowl_game,,,ABC
2022,1,2023-01-10 00:30:00+00:00,Georgia,SEC,65,TCU,Big 12,7,"bowl_game,ranked_matchup",1.0,2.0,ESPN
2023,1,2023-08-26 18:30:00+00:00,Notre Dame,FBS Independents,42,Navy,American Athletic,3,ranked_matchup,14.0,,NBC
2023,1,2023-08-31 23:30:00+00:00,UConn,FBS Independents,14,NC State,ACC,24,ranked_matchup,,21.0,CBSSN
2023,1,2023-09-01 00:00:00+00:00,Missouri,SEC,35,South Dakota,MVFC,10,ranked_matchup,8.0,,SECN
2023,1,2023-09-01 23:30:00+00:00,Georgia Tech,ACC,34,Louisville,ACC,39,ranked_matchup,,19.0,ESPN
2023,1,2023-09-02 00:00:00+00:00,Kansas,Big 12,48,Missouri State,MVFC,17,ranked_matchup,23.0,,BIG12|ESPN+
2023,1,2023-09-02 16:00:00+00:00,Michigan,Big Ten,30,East Carolina,American Athletic,3,ranked_matchup,1.0,,Peacock
2023,1,2023-09-02 16:00:00+00:00,Oklahoma,Big 12,73,Arkansas State,Sun Belt,0,ranked_matchup,15.0,,ESPN
2023,1,2023-09-02 16:00:00+00:00,Iowa,Big Ten,24,Utah State,Mountain West,14,ranked_matchup,24.0,,FS1
2023,1,2023-09-02 16:00:00+00:00,Tennessee,SEC,49,Virginia,ACC,13,ranked_matchup,17.0,,ABC
2023,1,2023-09-02 16:00:00+00:00,Liberty,Conference USA,34,Bowling Green,Mid-American,24,ranked_matchup,25.0,,CBSSN
2023,1,2023-09-02 16:00:00+00:00,SMU,American Athletic,38,Louisiana Tech,Conference USA,14,ranked_matchup,22.0,,ESPNU
2023,1,2023-09-02 19:00:00+00:00,Oregon,Pac-12,81,Portland State,Big Sky,7,ranked_matchup,6.0,,PAC12
2023,1,2023-09-02 19:30:00+00:00,Indiana,Big Ten,3,Ohio State,Big Ten,23,ranked_matchup,,10.0,CBS
2023,1,2023-09-02 19:30:00+00:00,Washington,Pac-12,56,Boise State,Mountain West,19,ranked_matchup,2.0,,ABC
2023,1,2023-09-02 19:30:00+00:00,Notre Dame,FBS Independents,56,Tennessee State,Big South-OVC,3,ranked_matchup,14.0,,NBC
2023,1,2023-09-02 19:30:00+00:00,Texas,Big 12,37,Rice,American Athletic,10,ranked_matchup,3.0,,FOX
2023,1,2023-09-02 20:00:00+00:00,Mississippi State,SEC,48,SE Louisiana,Southland,7,ranked_matchup,9.0,,SECN
2023,1,2023-09-02 22:00:00+00:00,Georgia,SEC,48,UT Martin,Big South-OVC,7,ranked_matchup,4.0,,SECN+
2023,1,2023-09-02 23:00:00+00:00,Oklahoma State,Big 12,27,Central Arkansas,UAC,13,ranked_matchup,16.0,,BIG12|ESPN+
2023,1,2023-09-02 23:00:00+00:00,Kansas State,Big 12,45,Southeast Missouri State,Big South-OVC,0,ranked_matchup,18.0,,BIG12|ESPN+
2023,1,2023-09-02 23:30:00+00:00,Alabama,SEC,56,Middle Tennessee,Conference USA,7,ranked_matchup,5.0,,SECN
2023,1,2023-09-02 23:30:00+00:00,Penn State,Big Ten,38,West Virginia,Big 12,15,ranked_matchup,13.0,,NBC
2023,1,2023-09-03 02:00:00+00:00,Arizona,Pac-12,38,Northern Arizona,Big Sky,3,ranked_matchup,11.0,,PAC12
2023,1,2023-09-03 23:30:00+00:00,Florida State,ACC,45,LSU,SEC,24,ranked_matchup,6.0,12.0,ABC
2023,1,2023-09-05 00:00:00+00:00,Duke,ACC,28,Clemson,ACC,7,ranked_matchup,,20.0,ESPN
2023,2,2023-09-09 16:00:00+00:00,Kansas State,Big 12,42,Troy,Sun Belt,13,ranked_matchup,15.0,,FS1
2023,2,2023-09-09 16:00:00+00:00,Colorado,Pac-12,36,Nebraska,Big Ten,14,ranked_matchup,22.0,,FOX
2023,2,2023-09-09 16:00:00+00:00,Ohio State,Big Ten,35,Youngstown State,MVFC,7,ranked_matchup,5.0,,BTN
2023,2,2023-09-09 16:00:00+00:00,Georgia,SEC,45,Ball State,Mid-American,3,ranked_matchup,1.0,,SECN
2023,2,2023-09-09 16:00:00+00:00,NC State,ACC,24,Notre Dame,FBS Independents,45,ranked_matchup,,10.0,ABC
2023,2,2023-09-09 16:00:00+00:00,Baylor,Big 12,13,Utah,Pac-12,20,ranked_matchup,,12.0,ESPN
2023,2,2023-09-09 16:00:00+00:00,Penn State,Big Ten,63,Delaware,CAA,7,ranked_matchup,7.0,,Peacock
2023,2,2023-09-09 18:15:00+00:00,Clemson,ACC,66,Charleston Southern,Big South-OVC,17,ranked_matchup,25.0,,ACCN
2023,2,2023-09-09 19:30:00+00:00,Michigan,Big Ten,35,UNLV,Mountain West,7,ranked_matchup,2.0,,CBS
2023,2,2023-09-09 19:30:00+00:00,Miami,ACC,48,Texas A&M,SEC,33,ranked_matchup,,23.0,ABC
2023,2,2023-09-09 19:30:00+00:00,Tulane,American Athletic,20,Ole Miss,SEC,37,ranked_matchup,24.0,20.0,ESPN2
2023,2,2023-09-09 21:00:00+00:00,Tennessee,SEC,30,Austin Peay,UAC,13,ranked_matchup,9.0,,SECN+
2023,2,2023-09-09 21:00:00+00:00,Washington,Pac-12,43,Tulsa,American Athletic,10,ranked_matchup,8.0,,PAC12
2023,2,2023-09-09 21:15:00+00:00,North Carolina,ACC,40,App State,Sun Belt,34,ranked_matchup,17.0,,ACCN
2023,2,2023-09-09 22:00:00+00:00,Oklahoma,Big 12,28,SMU,American Athletic,11,ranked_matchup,18.0,,ESPN+
2023,2,2023-09-09 22:00:00+00:00,Duke,ACC,42,Lafayette,Patriot,7,ranked_matchup,21.0,,ESPN+
2023,2,2023-09-09 23:00:00+00:00,Alabama,SEC,24,Texas,Big 12,34,"ranked_matchup,upset_victory",3.0,11.0,ESPN
2023,2,2023-09-09 23:00:00+00:00,Texas Tech,Big 12,30,Oregon,Pac-12,38,ranked_matchup,,13.0,FOX
2023,2,2023-09-09 23:30:00+00:00,LSU,SEC,72,Grambling,SWAC,10,ranked_matchup,14.0,,SECN+
2023,2,2023-09-09 23:30:00+00:00,Washington State,Pac-12,31,Wisconsin,Big Ten,22,ranked_matchup,,19.0,ABC
2023,2,2023-09-10 00:30:00+00:00,Florida State,ACC,66,Southern Miss,Sun Belt,13,ranked_matchup,4.0,,ACCN
2023,2,2023-09-10 01:00:00+00:00,Oregon State,Pac-12,55,UC Davis,Big Sky,7,ranked_matchup,16.0,,PAC12
2023,2,2023-09-10 02:30:00+00:00,USC,Pac-12,56,Stanford,Pac-12,10,ranked_matchup,6.0,,FOX
2023,3,2023-09-14 23:30:00+00:00,Miami,ACC,48,Bethune-Cookman,SWAC,7,ranked_matchup,22.0,,ACCN
2023,3,2023-09-16 16:00:00+00:00,Boston College,ACC,29,Florida State,ACC,31,ranked_matchup,,3.0,ABC
2023,3,2023-09-16 16:00:00+00:00,Illinois,Big Ten,13,Penn State,Big Ten,30,ranked_matchup,,7.0,FOX
2023,3,2023-09-16 16:00:00+00:00,Mississippi State,SEC,14,LSU,SEC,41,ranked_matchup,,14.0,ESPN
2023,3,2023-09-16 16:00:00+00:00,Missouri,SEC,30,Kansas State,Big 12,27,ranked_matchup,,15.0,SECN
2023,3,2023-09-16 18:00:00+00:00,Utah,Pac-12,31,Weber State,Big Sky,7,ranked_matchup,12.0,,PAC12
2023,3,2023-09-16 18:30:00+00:00,Notre Dame,FBS Independents,41,Central Michigan,Mid-American,17,ranked_matchup,9.0,,Peacock
2023,3,2023-09-16 19:30:00+00:00,South Florida,American Athletic,3,Alabama,SEC,17,ranked_matchup,,10.0,ABC
2023,3,2023-09-16 19:30:00+00:00,Duke,ACC,38,Northwestern,Big Ten,14,ranked_matchup,21.0,,ACCN
2023,3,2023-09-16 19:30:00+00:00,Georgia,SEC,24,South Carolina,SEC,14,ranked_matchup,1.0,,CBS
2023,3,2023-09-16 19:30:00+00:00,Tulsa,American Athletic,17,Oklahoma,Big 12,66,ranked_matchup,,19.0,ESPN2
2023,3,2023-09-16 19:30:00+00:00,Oregon State,Pac-12,26,San Diego State,Mountain West,9,ranked_matchup,16.0,,FS1
2023,3,2023-09-16 19:30:00+00:00,North Carolina,ACC,31,Minnesota,Big Ten,13,ranked_matchup,20.0,,ESPN
2023,3,2023-09-16 19:30:00+00:00,Iowa,Big Ten,41,Western Michigan,Mid-American,10,ranked_matchup,25.0,,BTN
2023,3,2023-09-16 20:00:00+00:00,Ohio State,Big Ten,63,Western Kentucky,Conference USA,10,ranked_matchup,6.0,,FOX
2023,3,2023-09-16 21:00:00+00:00,Washington State,Pac-12,64,Northern Colorado,Big Sky,21,ranked_matchup,23.0,,PAC12
2023,3,2023-09-16 21:00:00+00:00,UCLA,Pac-12,59,North Carolina Central,MEAC,7,ranked_matchup,24.0,,
2023,3,2023-09-16 21:00:00+00:00,Michigan State,Big Ten,7,Washington,Pac-12,41,ranked_matchup,,8.0,Peacock
2023,3,2023-09-16 23:00:00+00:00,Florida,SEC,29,Tennessee,SEC,16,ranked_matchup,,11.0,ESPN
2023,3,2023-09-16 23:30:00+00:00,Michigan,Big Ten,31,Bowling Green,Mid-American,6,ranked_matchup,2.0,,BTN
2023,3,2023-09-16 23:30:00+00:00,Ole Miss,SEC,48,Georgia Tech,ACC,23,ranked_matchup,17.0,,SECN
2023,3,2023-09-17 00:00:00+00:00,Texas,Big 12,31,Wyoming,Mountain West,10,ranked_matchup,4.0,,LHN
2023,3,2023-09-17 00:00:00+00:00,Oregon,Pac-12,55,Hawai'i,Mountain West,10,ranked_matchup,13.0,,PAC12
2023,3,2023-09-17 02:00:00+00:00,Colorado,Pac-12,43,Colorado State,Mountain West,35,ranked_matchup,18.0,,ESPN
2023,4,2023-09-23 16:00:00+00:00,Cincinnati,Big 12,6,Oklahoma,Big 12,20,ranked_matchup,,16.0,FOX
2023,4,2023-09-23 16:00:00+00:00,Clemson,ACC,24,Florida State,ACC,31,ranked_matchup,,4.0,ABC
2023,4,2023-09-23 16:00:00+00:00,Michigan,Big Ten,31,Rutgers,Big Ten,7,ranked_matchup,2.0,,BTN
2023,4,2023-09-23 19:30:00+00:00,Alabama,SEC,24,Ole Miss,SEC,10,ranked_matchup,13.0,15.0,CBS
2023,4,2023-09-23 19:30:00+00:00,Oregon,Pac-12,42,Colorado,Pac-12,6,ranked_matchup,10.0,19.0,ABC
2023,4,2023-09-23 19:30:00+00:00,Utah,Pac-12,14,UCLA,Pac-12,7,ranked_matchup,11.0,22.0,FOX
2023,4,2023-09-23 19:30:00+00:00,Temple,American Athletic,7,Miami,ACC,41,ranked_matchup,,20.0,ESPN2
2023,4,2023-09-23 19:30:00+00:00,UConn,FBS Independents,7,Duke,ACC,41,ranked_matchup,,18.0,CBSSN
2023,4,2023-09-23 20:00:00+00:00,Tennessee,SEC,45,UTSA,American Athletic,14,ranked_matchup,23.0,,SECN
2023,4,2023-09-23 23:00:00+00:00,Florida,SEC,22,Charlotte,American Athletic,7,ranked_matchup,25.0,,SECN+
2023,4,2023-09-23 23:00:00+00:00,LSU,SEC,34,Arkansas,SEC,31,ranked_matchup,12.0,,ESPN
2023,4,2023-09-23 23:00:00+00:00,Washington State,Pac-12,38,Oregon State,Pac-12,35,"ranked_matchup,upset_victory",21.0,14.0,FOX
2023,4,2023-09-23 23:30:00+00:00,Notre Dame,FBS Independents,14,Ohio State,Big Ten,17,ranked_matchup,9.0,6.0,NBC
2023,4,2023-09-23 23:30:00+00:00,Penn State,Big Ten,31,Iowa,Big Ten,0,ranked_matchup,7.0,24.0,CBS
2023,4,2023-09-23 23:30:00+00:00,Baylor,Big 12,6,Texas,Big 12,38,ranked_matchup,,3.0,ABC
2023,4,2023-09-23 23:30:00+00:00,Georgia,SEC,49,UAB,American Athletic,21,ranked_matchup,1.0,,ESPN2
2023,4,2023-09-24 00:00:00+00:00,Pittsburgh,ACC,24,North Carolina,ACC,41,ranked_matchup,,17.0,ACCN
2023,4,2023-09-24 02:30:00+00:00,Washington,Pac-12,59,California,Pac-12,32,ranked_matchup,8.0,,ESPN
2023,4,2023-09-24 02:30:00+00:00,Arizona State,Pac-12,28,USC,Pac-12,42,ranked_matchup,,5.0,FOX
2023,5,2023-09-30 01:00:00+00:00,Oregon State,Pac-12,21,Utah,Pac-12,7,"ranked_matchup,upset_victory",19.0,10.0,FS1
2023,5,2023-09-30 16:00:00+00:00,Colorado,Pac-12,41,USC,Pac-12,48,ranked_matchup,,8.0,FOX
2023,5,2023-09-30 16:00:00+00:00,Kentucky,SEC,33,Florida,SEC,14,ranked_matchup,,22.0,ESPN
2023,5,2023-09-30 16:00:00+00:00,Northwestern,Big Ten,13,Penn State,Big Ten,41,ranked_matchup,,6.0,BTN
2023,5,2023-09-30 19:30:00+00:00,Nebraska,Big Ten,7,Michigan,Big Ten,45,ranked_matchup,,2.0,FOX
2023,5,2023-09-30 19:30:00+00:00,Auburn,SEC,20,Georgia,SEC,27,ranked_matchup,,1.0,CBS
2023,5,2023-09-30 19:30:00+00:00,Texas,Big 12,40,Kansas,Big 12,14,ranked_matchup,3.0,24.0,ABC
2023,5,2023-09-30 20:00:00+00:00,Vanderbilt,SEC,21,Missouri,SEC,38,ranked_matchup,,23.0,SECN
2023,5,2023-09-30 22:00:00+00:00,Ole Miss,SEC,55,LSU,SEC,49,"ranked_matchup,upset_victory",20.0,13.0,ESPN
2023,5,2023-09-30 22:30:00+00:00,Stanford,Pac-12,6,Oregon,Pac-12,42,ranked_matchup,,9.0,PAC12
2023,5,2023-09-30 23:00:00+00:00,Oklahoma,Big 12,50,Iowa State,Big 12,20,ranked_matchup,14.0,,FS1
2023,5,2023-09-30 23:30:00+00:00,Duke,ACC,14,Notre Dame,FBS Independents,21,ranked_matchup,17.0,11.0,ABC
2023,5,2023-09-30 23:30:00+00:00,Tennessee,SEC,41,South Carolina,SEC,20,ranked_matchup,21.0,,SECN
2023,5,2023-10-01 01:00:00+00:00,Mississippi State,SEC,17,Alabama,SEC,40,ranked_matchup,,12.0,ESPN
2023,5,2023-10-01 02:00:00+00:00,Arizona,Pac-12,24,Washington,Pac-12,31,ranked_matchup,,7.0,PAC12
2023,5,2023-10-01 02:30:00+00:00,Fresno State,Mountain West,27,Nevada,Mountain West,9,ranked_matchup,25.0,,FS1
2023,6,2023-10-07 16:00:00+00:00,Texas,Big 12,30,Oklahoma,Big 12,34,"ranked_matchup,upset_victory",3.0,12.0,ABC
2023,6,2023-10-07 16:00:00+00:00,Missouri,SEC,39,LSU,SEC,49,"ranked_matchup,upset_victory",21.0,23.0,ESPN
2023,6,2023-10-07 16:00:00+00:00,Ohio State,Big Ten,37,Maryland,Big Ten,17,ranked_matchup,4.0,,FOX
2023,6,2023-10-07 19:00:00+00:00,UCLA,Pac-12,25,Washington State,Pac-12,17,ranked_matchup,,13.0,PAC12
