year,team,conference,division,total_games,total_wins,total_losses,conference_games,conference_wins,conference_losses,home_games,home_wins,home_losses,away_games,away_wins,away_losses,expected_wins
2002,Purdue,Big Ten,,13,7,6,10,5,5,7,4,3,6,3,3,
2002,SMU,Western Athletic,,12,3,9,8,3,5,6,2,4,6,1,5,
2002,Southern Miss,Conference USA,,13,7,6,10,6,4,6,5,1,7,2,5,
2002,South Carolina,SEC,East,12,5,7,8,3,5,6,3,3,6,2,4,
2002,TCU,Conference USA,,12,10,2,10,8,2,6,6,0,6,4,2,
2002,Tennessee,SEC,East,13,8,5,8,5,3,9,5,4,4,3,1,
2002,UTEP,Western Athletic,,12,2,10,8,1,7,5,2,3,7,0,7,
2002,Texas Tech,Big 12,South,14,9,5,8,5,3,7,6,1,7,3,4,
2002,Toledo,Mid-American,West,14,9,5,9,7,2,7,5,2,7,4,3,
2002,Troy,FBS Independents,,12,4,8,0,0,0,5,4,1,7,0,7,
2002,Tulane,Conference USA,,13,8,5,8,4,4,7,5,2,6,3,3,
2002,Western Michigan,Mid-American,West,12,4,8,8,3,5,6,2,4,6,2,4,
2002,Wyoming,Mountain West,,12,2,10,8,1,7,5,2,3,7,0,7,
2003,Penn State,Big Ten,,12,3,9,8,1,7,7,3,4,5,0,5,
2003,BYU,Mountain West,,12,4,8,10,4,6,6,1,5,6,3,3,
2003,NC State,ACC,,13,8,5,9,4,5,7,6,1,6,2,4,
2003,Tulsa,Western Athletic,,13,8,5,8,6,2,6,4,2,6,3,3,
2003,Cincinnati,Conference USA,,12,5,7,9,3,6,6,4,2,6,1,5,
2003,Michigan,Big Ten,,13,10,3,11,8,3,7,7,0,6,3,3,
2003,Arkansas State,Sun Belt,East,12,5,7,6,3,3,3,2,1,7,1,6,
2003,Arkansas,SEC,West,13,9,4,8,4,4,8,6,2,5,3,2,
2003,Vanderbilt,SEC,East,12,2,10,8,1,7,7,2,5,5,0,5,
2003,Western Michigan,Mid-American,West,12,5,7,8,4,4,6,3,3,6,2,4,
2003,Northern Illinois,Mid-American,West,12,10,2,8,6,2,7,7,0,5,3,2,
2003,Maryland,ACC,,13,10,3,8,6,2,6,6,0,7,4,3,
2003,Miami,Big East,,13,11,2,7,6,1,7,6,1,6,5,1,
2003,Oregon,Pac-10,,13,8,5,11,6,5,6,5,1,7,3,4,
2003,Duke,ACC,,12,4,8,9,2,7,7,3,4,5,1,4,
2003,North Texas,Sun Belt,,13,9,4,7,7,0,6,5,1,7,4,3,
2003,Colorado State,Mountain West,,13,7,6,8,5,3,8,4,4,5,3,2,
2003,Kansas,Big 12,North,13,6,7,8,3,5,8,5,3,5,1,4,
2003,Bowling Green,Mid-American,West,14,11,3,9,7,2,8,7,1,6,4,2,
2003,LSU,SEC,West,14,13,1,9,8,1,8,7,1,6,6,0,
2003,San Diego State,Mountain West,,12,6,6,9,3,6,5,3,2,6,2,4,
2003,Missouri,Big 12,North,13,8,5,8,4,4,7,7,0,6,1,5,
2003,Air Force,Mountain West,,12,7,5,9,5,4,6,5,1,6,2,4,
2003,Illinois,Big Ten,,12,1,11,10,0,10,6,1,5,6,0,6,
2003,Boise State,Western Athletic,,14,13,1,8,8,0,7,7,0,7,6,1,
2003,New Mexico,Mountain West,,13,8,5,9,5,4,8,5,3,5,3,2,
2003,Ole Miss,SEC,West,13,10,3,8,7,1,8,6,2,5,4,1,
2003,Washington,Pac-10,,12,6,6,10,5,5,7,5,2,5,1,4,
2003,Iowa State,Big 12,North,12,2,10,8,0,8,7,2,5,5,0,5,
2003,Washington State,Pac-10,,13,10,3,9,7,2,6,6,0,7,4,3,
2003,Arizona,Pac-10,,12,2,10,10,1,9,7,2,5,5,0,5,
2003,Oregon State,Pac-10,,13,8,5,9,5,4,7,6,1,6,2,4,
2003,New Mexico State,Sun Belt,,12,3,9,7,2,5,5,2,3,7,1,6,
2003,Middle Tennessee,Sun Belt,,12,4,8,6,3,3,6,2,4,6,2,4,
2003,Nebraska,Big 12,North,13,10,3,8,5,3,8,7,1,5,3,2,
2003,USC,Pac-10,,13,12,1,10,9,1,7,7,0,6,5,1,
2003,Ball State,Mid-American,West,12,4,8,8,3,5,6,3,3,6,1,5,
2003,Stanford,Pac-10,,11,4,7,9,3,6,6,3,3,5,1,4,
2003,North Carolina,ACC,,12,2,10,11,2,9,6,1,5,6,1,5,
2003,UNLV,Mountain West,,12,6,6,8,3,5,6,2,4,6,4,2,
2003,Arizona State,Pac-10,,12,5,7,10,3,7,6,4,2,6,1,5,
2003,SMU,Western Athletic,,12,0,12,8,0,8,6,0,6,6,0,6,
2003,West Virginia,Big East,,13,8,5,7,6,1,8,5,3,5,3,2,
2003,Wake Forest,ACC,,12,5,7,10,4,6,7,3,4,5,2,3,
2003,Tennessee,SEC,East,13,10,3,8,6,2,7,6,1,6,4,2,
2003,Rice,Western Athletic,,12,5,7,8,5,3,6,3,3,6,2,4,
2003,Troy,FBS Independents,,12,6,6,0,0,0,4,4,0,8,2,6,
2003,Florida State,ACC,,13,10,3,8,7,1,7,5,2,6,5,1,
2003,Northwestern,Big Ten,,13,6,7,10,5,5,6,2,4,7,4,3,
2003,Minnesota,Big Ten,,13,10,3,9,6,3,8,6,2,5,4,1,
2003,Georgia,SEC,East,14,11,3,9,6,3,7,6,1,7,5,2,
2003,Clemson,ACC,,13,9,4,8,5,3,8,7,1,5,2,3,
2003,Oklahoma,Big 12,South,14,12,2,9,8,1,8,7,1,6,5,1,
2003,Baylor,Big 12,South,12,3,9,8,1,7,6,2,4,5,0,5,
2003,Utah,Mountain West,,12,10,2,10,9,1,6,5,1,6,5,1,
2003,San José State,Western Athletic,,11,3,8,8,2,6,5,2,3,6,1,5,
2003,Iowa,Big Ten,,13,10,3,9,6,3,7,7,0,6,3,3,
2003,Virginia Tech,Big East,,13,8,5,7,4,3,7,6,1,6,2,4,
2003,Rutgers,Big East,,12,5,7,7,2,5,6,3,3,6,2,4,
2003,Wyoming,Mountain West,,12,4,8,7,2,5,6,3,3,6,1,5,
2003,Louisiana,Sun Belt,East,12,4,8,5,3,2,6,3,3,6,1,5,
2003,Texas A&M,Big 12,South,12,4,8,8,2,6,7,4,3,5,0,5,
2003,Navy,FBS Independents,,13,8,5,0,0,0,7,6,1,6,2,4,
2003,Army,Conference USA,,13,0,13,9,0,9,6,0,6,7,0,7,
2003,Idaho,Sun Belt,,12,3,9,7,3,4,6,1,5,6,2,4,
2003,Marshall,Mid-American,East,12,8,4,8,6,2,5,4,1,7,4,3,
2003,Alabama,SEC,West,13,4,9,8,2,6,8,3,5,5,1,4,
2003,UTEP,Western Athletic,,13,2,11,8,1,7,7,1,6,6,1,5,
2003,Southern Miss,Conference USA,,13,9,4,10,8,2,7,5,2,6,4,2,
2003,Nevada,Western Athletic,,12,6,6,8,4,4,6,3,3,6,3,3,
2003,UCLA,Pac-10,,13,6,7,10,6,4,6,5,1,7,1,6,
2003,Pittsburgh,Big East,,13,8,5,7,5,2,6,4,2,7,4,3,
2003,Fresno State,Western Athletic,,14,9,5,8,6,2,7,6,1,7,3,4,
2003,Ohio,Mid-American,East,12,2,10,8,1,7,6,2,4,6,0,6,
2003,South Florida,Conference USA,,11,7,4,8,5,3,6,4,2,5,3,2,
2003,UL Monroe,Sun Belt,East,12,1,11,6,1,5,5,0,5,7,1,6,
2003,UAB,Conference USA,,12,5,7,8,4,4,5,2,3,7,3,4,
2003,Louisiana Tech,Western Athletic,,12,5,7,8,3,5,5,1,4,7,4,3,
2003,Purdue,Big Ten,,13,9,4,10,8,2,8,6,2,5,3,2,
2003,Colorado,Big 12,North,12,5,7,8,3,5,6,3,3,6,2,4,
2003,UConn,FBS Independents,,12,9,3,0,0,0,6,5,1,6,4,2,
2003,Eastern Michigan,Mid-American,West,12,3,9,8,2,6,7,3,4,5,0,5,
2003,Houston,Conference USA,,13,7,6,9,4,5,6,3,3,7,4,3,
2003,Temple,Big East,,12,1,11,7,0,7,5,0,5,7,1,6,
2003,Ohio State,Big Ten,,13,11,2,11,9,2,9,9,0,4,2,2,
2003,Notre Dame,FBS Independents,,12,5,7,0,0,0,6,3,3,6,2,4,
2003,Boston College,Big East,,13,8,5,7,3,4,6,2,4,7,6,1,
2003,Oklahoma State,Big 12,South,13,9,4,8,5,3,7,6,1,6,3,3,
2003,Akron,Mid-American,East,12,7,5,8,5,3,4,3,1,6,2,4,
2003,Florida,SEC,East,13,8,5,8,6,2,7,3,4,5,4,1,
2003,UCF,Mid-American,East,12,3,9,8,2,6,4,2,2,7,0,7,
2003,East Carolina,Conference USA,,12,1,11,10,1,9,6,0,6,6,1,5,
2003,Louisville,Conference USA,,13,9,4,8,5,3,7,5,2,6,4,2,
2003,Utah State,Sun Belt,,12,3,9,6,3,3,5,3,2,7,0,7,
2003,South Carolina,SEC,East,12,5,7,8,2,6,8,5,3,4,0,4,
2003,Kent State,Mid-American,East,12,5,7,8,4,4,6,3,3,6,2,4,
2003,Hawai'i,Western Athletic,,14,9,5,8,5,3,7,6,1,6,2,4,
2003,Central Michigan,Mid-American,West,12,3,9,8,1,7,6,3,3,6,0,6,
2003,Texas,Big 12,South,13,10,3,8,7,1,7,5,2,6,5,1,
2003,California,Pac-10,,14,8,6,12,7,5,7,5,2,7,3,4,
2003,TCU,Conference USA,,13,11,2,9,8,1,6,6,0,7,5,2,
2003,Indiana,Big Ten,,12,2,10,9,1,8,6,2,4,6,0,6,
2003,Memphis,Conference USA,,13,9,4,8,5,3,7,5,2,6,4,2,
2003,Buffalo,Mid-American,East,12,1,11,8,1,7,6,1,5,6,0,6,
2003,Kentucky,SEC,East,12,4,8,8,1,7,7,3,4,5,1,4,
2003,Syracuse,Big East,,12,6,6,7,2,5,7,5,2,5,1,4,
2003,Wisconsin,Big Ten,,13,7,6,10,5,5,7,4,3,6,3,3,
2003,Texas Tech,Big 12,South,13,8,5,8,4,4,7,6,1,6,2,4,
2003,Tulane,Conference USA,,12,5,7,8,3,5,5,2,3,6,2,4,
2003,Georgia Tech,ACC,,13,7,6,9,4,5,6,4,2,7,3,4,
2003,Kansas State,Big 12,North,15,11,4,9,7,2,9,8,1,6,3,3,
2003,Mississippi State,SEC,West,12,2,10,8,1,7,6,2,4,6,0,6,
2003,Michigan State,Big Ten,,13,8,5,8,5,3,7,5,2,6,3,3,
2003,Toledo,Mid-American,West,12,8,4,8,6,2,6,6,0,6,2,4,
2003,Miami (OH),Mid-American,East,14,13,1,9,9,0,5,5,0,9,8,1,
2003,Virginia,ACC,,13,8,5,8,4,4,7,6,1,6,2,4,
2003,Auburn,SEC,West,13,8,5,8,5,3,8,6,2,5,2,3,
2004,South Carolina,SEC,East,11,6,5,8,4,4,6,3,3,5,3,2,
2004,Auburn,SEC,West,13,13,0,9,9,0,8,8,0,5,5,0,
2004,Tulsa,Western Athletic,,12,4,8,8,3,5,5,3,2,6,0,6,
2004,Duke,ACC,,11,2,9,8,1,7,5,2,3,6,0,6,
2004,Tulane,Conference USA,,11,5,6,8,3,5,5,3,2,5,1,4,
2004,North Texas,Sun Belt,,12,7,5,7,7,0,5,4,1,6,3,3,
2004,Houston,Conference USA,,11,3,8,9,3,6,5,3,2,6,0,6,
2004,Oklahoma State,Big 12,South,12,7,5,8,4,4,6,4,2,6,3,3,
2004,South Florida,Conference USA,,11,4,7,8,3,5,6,2,4,5,2,3,
2004,San Diego State,Mountain West,,11,4,7,9,2,7,4,2,2,6,1,5,
2004,San José State,Western Athletic,,11,2,9,8,1,7,5,2,3,6,0,6,
2004,Purdue,Big Ten,,12,7,5,9,4,5,7,4,3,5,3,2,
2004,Arkansas State,Sun Belt,East,11,3,8,7,3,4,4,2,2,7,1,6,
2004,Clemson,ACC,,11,6,5,8,4,4,6,5,1,5,1,4,
2004,UCF,Mid-American,East,11,0,11,8,0,8,5,0,5,6,0,6,
2004,West Virginia,Big East,,12,8,4,6,4,2,7,5,2,5,3,2,
2004,Rice,Western Athletic,,11,3,8,8,2,6,5,3,2,6,0,6,
2004,Utah,Mountain West,,12,12,0,9,9,0,7,7,0,5,5,0,
2004,Arkansas,SEC,West,11,5,6,8,3,5,6,3,3,5,2,3,
2004,Ole Miss,SEC,West,11,4,7,8,3,5,6,3,3,5,1,4,
2004,Indiana,Big Ten,,11,3,8,9,2,7,5,2,3,6,1,5,
2004,Miami,ACC,,12,9,3,10,7,3,6,4,2,6,5,1,
2004,Nevada,Western Athletic,,12,5,7,8,3,5,6,5,1,6,0,6,
2004,Florida State,ACC,,12,9,3,9,7,2,6,5,1,6,4,2,
2004,USC,Pac-10,,13,13,0,11,11,0,6,6,0,7,7,0,
2004,Washington State,Pac-10,,11,5,6,9,4,5,5,1,4,6,4,2,
2004,NC State,ACC,,11,5,6,11,5,6,7,3,4,4,2,2,
2004,Maryland,ACC,,11,5,6,8,3,5,6,4,2,5,1,4,
2004,UConn,Big East,,12,8,4,6,3,3,7,6,1,4,1,3,
2004,Michigan,Big Ten,,12,9,3,9,8,1,6,6,0,6,3,3,
2004,Cincinnati,Conference USA,,12,7,5,9,5,4,6,5,1,6,2,4,
2004,Kent State,Mid-American,East,11,5,6,8,4,4,5,3,2,6,2,4,
2004,Tennessee,SEC,East,13,10,3,9,7,2,8,5,3,5,5,0,
2004,Oregon State,Pac-10,,12,7,5,9,6,3,6,4,2,6,3,3,
2004,Notre Dame,FBS Independents,,12,6,6,0,0,0,6,3,3,6,3,3,
2004,Washington,Pac-10,,11,1,10,8,0,8,6,1,5,5,0,5,
2004,North Carolina,ACC,,12,6,6,11,6,5,6,4,2,5,2,3,
2004,Minnesota,Big Ten,,12,7,5,9,4,5,6,5,1,5,1,4,
2004,Bowling Green,Mid-American,West,12,9,3,8,6,2,5,5,0,7,4,3,
2004,Ohio State,Big Ten,,12,8,4,10,6,4,7,6,1,5,2,3,
2004,UNLV,Mountain West,,11,2,9,8,1,7,5,1,4,6,1,5,
2004,Mississippi State,SEC,West,11,3,8,8,2,6,7,3,4,4,0,4,
2004,Memphis,Conference USA,,12,8,4,8,5,3,6,4,2,6,4,2,
2004,Texas A&M,Big 12,South,12,7,5,8,5,3,7,5,2,5,2,3,
2004,Arizona State,Pac-10,,12,9,3,11,8,3,6,6,0,6,3,3,
2004,Wyoming,Mountain West,,12,7,5,8,4,4,5,4,1,6,2,4,
2004,Georgia,SEC,East,12,10,2,8,6,2,6,5,1,5,4,1,
2004,Florida,SEC,East,12,7,5,8,4,4,7,5,2,4,2,2,
2004,Michigan State,Big Ten,,12,5,7,8,4,4,6,4,2,6,1,5,
2004,Pittsburgh,Big East,,12,8,4,6,4,2,6,5,1,6,3,3,
2004,Western Michigan,Mid-American,West,11,1,10,8,0,8,5,1,4,6,0,6,
2004,Miami (OH),Mid-American,East,13,8,5,9,7,2,6,5,1,7,3,4,
2004,Air Force,Mountain West,,11,5,6,9,4,5,7,3,4,4,2,2,
2004,Illinois,Big Ten,,11,3,8,9,1,8,7,3,4,4,0,4,
2004,Middle Tennessee,Sun Belt,,11,5,6,8,4,4,5,4,1,6,1,5,
2004,Florida A&M,FBS Independents,,18,6,12,0,0,0,5,3,2,5,0,5,
2004,Ball State,Mid-American,West,11,2,9,8,2,6,5,2,3,6,0,6,
2004,Troy,Sun Belt,East,12,7,5,6,4,2,5,5,0,7,2,5,
2004,UAB,Conference USA,,12,7,5,9,5,4,6,4,2,6,3,3,
2004,Syracuse,Big East,,12,6,6,6,4,2,5,4,1,7,2,5,
2004,Navy,FBS Independents,,12,10,2,0,0,0,9,8,1,3,2,1,
2004,Texas,Big 12,South,12,11,1,8,7,1,7,7,0,5,4,1,
2004,Iowa,Big Ten,,12,10,2,9,7,2,7,7,0,5,3,2,
2004,Oregon,Pac-10,,11,5,6,9,4,5,6,3,3,5,2,3,
2004,Virginia Tech,ACC,,13,10,3,9,7,2,8,6,2,5,4,1,
2004,Nebraska,Big 12,North,11,5,6,8,3,5,6,4,2,5,1,4,
2004,Oklahoma,Big 12,South,13,12,1,9,9,0,9,8,1,4,4,0,
2004,BYU,Mountain West,,11,5,6,9,4,5,6,3,3,5,2,3,
2004,Southern Miss,Conference USA,,12,7,5,9,5,4,5,3,2,7,4,3,
2004,Georgia Tech,ACC,,12,7,5,8,4,4,7,4,3,5,3,2,
2004,Kansas,Big 12,North,11,4,7,8,2,6,6,3,3,5,1,4,
2004,Akron,Mid-American,East,11,6,5,8,6,2,5,3,2,6,3,3,
2004,Utah State,Sun Belt,,11,3,8,7,2,5,4,2,2,7,1,6,
2004,Colorado,Big 12,North,13,8,5,9,4,5,6,4,2,7,4,3,
2004,Wisconsin,Big Ten,,12,9,3,10,8,2,7,6,1,5,3,2,
2004,Army,Conference USA,,11,2,9,9,2,7,5,1,4,6,1,5,
2004,Boise State,Western Athletic,,12,11,1,8,8,0,7,7,0,5,4,1,
2004,Louisville,Conference USA,,12,11,1,10,9,1,6,6,0,6,5,1,
2004,Arizona,Pac-10,,11,3,8,10,2,8,7,2,5,4,1,3,
2004,Toledo,Mid-American,West,13,9,4,9,8,1,5,5,0,8,4,4,
2004,Temple,Big East,,11,2,9,6,1,5,5,1,4,5,0,5,
2004,Louisiana Tech,Western Athletic,,12,6,6,8,5,3,5,4,1,7,2,5,
2004,Eastern Michigan,Mid-American,West,11,4,7,8,4,4,6,2,4,5,2,3,
2004,New Mexico,Mountain West,,12,7,5,9,5,4,5,3,2,7,4,3,
2004,Vanderbilt,SEC,East,11,2,9,8,1,7,6,2,4,5,0,5,
2004,Missouri,Big 12,North,11,5,6,8,3,5,6,3,3,5,2,3,
2004,Virginia,ACC,,12,8,4,8,5,3,6,5,1,6,3,3,
2004,Boston College,Big East,,12,9,3,6,4,2,5,4,1,6,4,2,
2004,Hawai'i,Western Athletic,,13,8,5,8,4,4,7,7,0,5,1,4,
2004,Iowa State,Big 12,North,12,7,5,8,4,4,7,5,2,5,2,3,
2004,UTEP,Western Athletic,,12,8,4,8,6,2,7,5,2,5,3,2,
2004,Penn State,Big Ten,,11,4,7,8,2,6,6,3,3,5,1,4,
2004,California,Pac-10,,12,10,2,10,9,1,6,5,1,6,5,1,
2004,Baylor,Big 12,South,11,3,8,8,1,7,5,2,3,5,0,5,
2004,New Mexico State,Sun Belt,,11,5,6,5,3,2,5,4,1,5,0,5,
2004,Buffalo,Mid-American,East,11,2,9,8,2,6,5,2,3,6,0,6,
2004,Marshall,Mid-American,East,12,6,6,8,6,2,5,4,1,7,2,5,
2004,UCLA,Pac-10,,12,6,6,11,6,5,7,3,4,5,3,2,
2004,Central Michigan,Mid-American,West,11,4,7,8,3,5,5,4,1,6,0,6,
2004,SMU,Western Athletic,,11,3,8,8,3,5,5,3,2,6,0,6,
2004,Alabama,SEC,West,12,6,6,8,3,5,7,5,2,5,1,4,
2004,Stanford,Pac-10,,11,4,7,9,3,6,6,3,3,5,1,4,
2004,Ohio,Mid-American,East,11,4,7,8,2,6,5,2,3,6,2,4,
2004,Rutgers,Big East,,11,4,7,6,1,5,5,3,2,5,1,4,
2004,Kentucky,SEC,East,11,2,9,8,1,7,6,2,4,5,0,5,
2004,UL Monroe,Sun Belt,East,11,5,6,6,3,3,5,3,2,5,1,4,
2004,Fresno State,Western Athletic,,12,9,3,8,5,3,6,5,1,6,4,2,
2004,TCU,Conference USA,,11,5,6,9,4,5,6,4,2,5,1,4,
2004,Colorado State,Mountain West,,11,4,7,9,3,6,5,2,3,5,1,4,
2004,LSU,SEC,West,12,9,3,8,6,2,7,7,0,5,2,3,
2004,East Carolina,Conference USA,,11,2,9,10,2,8,5,2,3,6,0,6,
2004,Idaho,Sun Belt,,12,3,9,7,2,5,4,2,2,8,1,7,
2004,Texas Tech,Big 12,South,12,8,4,8,5,3,5,4,1,7,4,3,
2004,Louisiana,Sun Belt,East,11,4,7,7,2,5,5,3,2,6,1,5,
2004,Kansas State,Big 12,North,11,4,7,8,2,6,7,3,4,4,1,3,
2004,Northwestern,Big Ten,,12,6,6,10,5,5,6,5,1,6,1,5,
2004,Northern Illinois,Mid-American,West,12,9,3,8,7,1,5,4,1,6,4,2,
2004,Wake Forest,ACC,,11,4,7,9,2,7,6,3,3,5,1,4,
2005,Navy,FBS Independents,,12,8,4,0,0,0,7,5,2,5,3,2,
2005,Iowa State,Big 12,North,12,7,5,8,4,4,7,5,2,5,2,3,
2005,Wyoming,Mountain West,,11,4,7,8,2,6,5,2,3,6,2,4,
2005,Tulane,Conference USA,West,11,2,9,8,1,7,5,0,5,5,1,4,
2005,Arizona State,Pac-10,,12,7,5,9,5,4,7,4,3,5,3,2,
2005,Arkansas State,Sun Belt,East,12,6,6,7,5,2,6,4,2,5,1,4,
2005,Colorado State,Mountain West,,12,6,6,9,5,4,5,4,1,7,2,5,
2005,Michigan State,Big Ten,,11,5,6,8,2,6,6,3,3,5,2,3,
2005,Akron,Mid-American,East,13,7,6,9,6,3,6,3,3,7,4,3,
2005,Georgia,SEC,East,13,10,3,9,7,2,7,5,2,6,5,1,
2005,Kansas,Big 12,North,12,7,5,8,3,5,7,6,1,5,1,4,
2005,California,Pac-10,,12,8,4,10,6,4,7,5,2,5,3,2,
2005,Rice,Conference USA,West,11,1,10,8,1,7,5,1,4,6,0,6,
2005,Hawai'i,Western Athletic,,12,5,7,8,4,4,7,3,4,5,2,3,
2005,Baylor,Big 12,South,11,5,6,8,2,6,4,1,3,6,3,3,
2005,Kentucky,SEC,East,11,3,8,8,2,6,6,2,4,5,1,4,
2005,Bowling Green,Mid-American,East,11,6,5,8,5,3,5,2,3,6,4,2,
2005,Ball State,Mid-American,West,11,4,7,8,4,4,4,1,3,7,3,4,
2005,Marshall,Conference USA,East,11,4,7,8,3,5,6,3,3,5,1,4,
2005,Stanford,Pac-10,,11,5,6,8,4,4,6,1,5,5,4,1,
2005,Notre Dame,FBS Independents,,12,9,3,0,0,0,6,4,2,6,5,1,
2005,Oklahoma,Big 12,South,12,8,4,8,6,2,7,6,1,5,2,3,
2005,Miami,ACC,Coastal,12,9,3,8,6,2,6,5,1,6,4,2,
2005,Wisconsin,Big Ten,,13,10,3,8,5,3,6,5,1,7,5,2,
2005,Texas,Big 12,South,13,13,0,9,9,0,7,7,0,6,6,0,
2005,East Carolina,Conference USA,East,11,5,6,8,4,4,5,3,2,6,2,4,
2005,Illinois,Big Ten,,11,2,9,9,0,9,6,2,4,5,0,5,
2005,Oregon State,Pac-10,,11,5,6,8,3,5,6,3,3,5,2,3,
2005,Syracuse,Big East,,11,1,10,7,0,7,6,1,5,5,0,5,
2005,Florida Atlantic,Sun Belt,,11,2,9,7,2,5,5,1,4,6,1,5,
2005,North Texas,Sun Belt,,11,2,9,7,2,5,5,0,5,6,2,4,
2005,Virginia,ACC,Coastal,12,7,5,8,3,5,6,5,1,6,2,4,
2005,Rutgers,Big East,,12,7,5,7,4,3,6,3,3,5,3,2,
2005,Nevada,Western Athletic,,12,9,3,8,7,1,6,5,1,6,4,2,
2005,Arkansas,SEC,West,11,4,7,8,2,6,6,3,3,5,1,4,
2005,Minnesota,Big Ten,,12,7,5,9,5,4,7,4,3,5,3,2,
2005,BYU,Mountain West,,12,6,6,9,5,4,6,3,3,6,3,3,
2005,Duke,ACC,Coastal,11,1,10,8,0,8,6,1,5,5,0,5,
2005,Penn State,Big Ten,,12,11,1,8,7,1,7,7,0,5,4,1,
2005,Memphis,Conference USA,East,12,7,5,8,5,3,6,4,2,6,3,3,
2005,Louisiana Tech,Western Athletic,,11,7,4,8,6,2,5,4,1,6,3,3,
2005,San Diego State,Mountain West,,12,5,7,10,4,6,6,3,3,6,2,4,
2005,Michigan,Big Ten,,12,7,5,8,5,3,7,4,3,5,3,2,
2005,UAB,Conference USA,East,11,5,6,8,3,5,4,1,3,6,3,3,
2005,Indiana,Big Ten,,11,4,7,8,1,7,6,3,3,5,1,4,
2005,Toledo,Mid-American,West,12,9,3,8,6,2,5,4,1,7,5,2,
2005,Georgia Tech,ACC,Coastal,12,7,5,8,5,3,6,4,2,6,3,3,
2005,New Mexico State,Western Athletic,,12,0,12,8,0,8,6,0,6,6,0,6,
2005,UL Monroe,Sun Belt,East,11,5,6,7,5,2,5,2,3,6,3,3,
2005,Wake Forest,ACC,Atlantic,11,4,7,8,3,5,6,3,3,5,1,4,
2005,South Carolina,SEC,East,12,7,5,8,5,3,7,5,2,5,2,3,
2005,UCF,Conference USA,East,13,8,5,9,7,2,6,4,2,7,4,3,
2005,Oregon,Pac-10,,12,10,2,8,7,1,6,5,1,6,5,1,
2005,Central Michigan,Mid-American,West,11,6,5,8,5,3,5,2,3,6,4,2,
2005,Tulsa,Conference USA,West,13,9,4,9,7,2,6,4,2,7,5,2,
2005,Army,FBS Independents,,11,4,7,0,0,0,7,2,5,4,2,2,
2005,Washington,Pac-10,,11,2,9,9,1,8,6,1,5,5,1,4,
2005,Buffalo,Mid-American,East,11,1,10,8,1,7,5,0,5,6,1,5,
2005,Alabama,SEC,West,12,10,2,8,6,2,8,7,1,4,3,1,
2005,Kent State,Mid-American,East,11,1,10,8,0,8,5,1,4,6,0,6,
2005,Clemson,ACC,Atlantic,12,8,4,8,4,4,6,4,2,6,4,2,
2005,NC State,ACC,Atlantic,12,7,5,8,3,5,8,5,3,4,2,2,
2005,Texas A&M,Big 12,South,11,5,6,8,3,5,6,4,2,5,1,4,
2005,Fresno State,Western Athletic,,13,8,5,8,6,2,6,5,1,7,3,4,
2005,South Florida,Big East,,12,6,6,7,4,3,5,4,1,7,2,5,
2005,Ole Miss,SEC,West,11,3,8,8,1,7,6,2,4,5,1,4,
2005,Houston,Conference USA,West,12,6,6,8,4,4,6,2,4,5,3,2,
2005,Oklahoma State,Big 12,South,11,4,7,8,1,7,6,3,3,5,1,4,
2005,Pittsburgh,Big East,,11,5,6,7,4,3,6,5,1,5,0,5,
2005,UCLA,Pac-10,,12,10,2,10,8,2,7,7,0,5,3,2,
2005,Mississippi State,SEC,West,11,3,8,8,1,7,6,2,4,5,1,4,
2005,Boston College,ACC,Atlantic,12,9,3,8,5,3,7,6,1,5,3,2,
2005,Florida State,ACC,Atlantic,13,8,5,9,6,3,8,6,2,5,2,3,
2005,Ohio State,Big Ten,,12,10,2,9,8,1,8,7,1,4,3,1,
2005,Arizona,Pac-10,,11,3,8,10,2,8,6,2,4,5,1,4,
2005,Missouri,Big 12,North,12,7,5,8,4,4,7,5,2,5,2,3,
2005,Kansas State,Big 12,North,11,5,6,8,2,6,6,4,2,5,1,4,
2005,Temple,FBS Independents,,11,0,11,0,0,0,5,0,5,6,0,6,
2005,North Carolina,ACC,Coastal,11,5,6,8,4,4,6,4,2,5,1,4,
2005,Colorado,Big 12,North,13,7,6,9,5,4,8,5,3,5,2,3,
2005,Utah,Mountain West,,12,7,5,9,5,4,7,5,2,5,2,3,
2005,TCU,Mountain West,,12,11,1,8,8,0,5,5,0,7,6,1,
2005,Northwestern,Big Ten,,12,7,5,10,5,5,6,4,2,6,3,3,
2005,Idaho,Western Athletic,,11,2,9,8,2,6,4,1,3,7,1,6,
2005,Florida International,Sun Belt,,11,5,6,7,3,4,4,3,1,7,2,5,
2005,Troy,Sun Belt,East,11,4,7,7,3,4,5,3,2,6,1,5,
2005,Louisville,Big East,,12,9,3,7,5,2,6,6,0,6,3,3,
2005,Boise State,Western Athletic,,13,9,4,8,7,1,6,6,0,7,3,4,
2005,Iowa,Big Ten,,12,7,5,8,5,3,6,5,1,6,2,4,
2005,Vanderbilt,SEC,East,11,5,6,8,3,5,6,2,4,5,3,2,
2005,Air Force,Mountain West,,11,4,7,9,4,5,6,3,3,5,1,4,
2005,USC,Pac-10,,13,12,1,8,8,0,6,6,0,7,6,1,
2005,Northern Illinois,Mid-American,West,12,7,5,9,6,3,6,4,2,6,3,3,
2005,New Mexico,Mountain West,,11,6,5,8,4,4,5,2,3,6,4,2,
