year,week,team,conference,elo
2023,7,Boston College,ACC,1315
2023,7,Bowling Green,Mid-American,1225
2023,7,Buffalo,Mid-American,1351
2023,7,BYU,Big 12,1471
2023,7,California,Pac-12,1491
2023,7,Central Michigan,Mid-American,1282
2023,7,Charlotte,American Athletic,1177
2023,7,Cincinnati,Big 12,1522
2023,7,Clemson,ACC,1745
2023,7,Coastal Carolina,Sun Belt,1411
2023,7,Colorado,Pac-12,1285
2023,7,Colorado State,Mountain West,1268
2023,7,Duke,ACC,1711
2023,7,East Carolina,American Athletic,1357
2023,7,Eastern Michigan,Mid-American,1381
2023,7,Florida,SEC,1595
2023,7,Florida Atlantic,American Athletic,1476
2023,7,Florida International,Conference USA,1045
2023,7,Florida State,ACC,1941
2023,7,Fresno State,Mountain West,1741
2023,7,Georgia,SEC,2070
2023,7,Georgia Southern,Sun Belt,1458
2023,7,Georgia State,Sun Belt,1532
2023,7,Georgia Tech,ACC,1369
2023,7,Hawai'i,Mountain West,1118
2023,7,Houston,Big 12,1543
2023,7,Illinois,Big Ten,1498
2023,7,Indiana,Big Ten,1319
2023,7,Iowa,Big Ten,1668
2023,7,Iowa State,Big 12,1595
2023,7,Jacksonville State,Conference USA,1485
2023,7,James Madison,Sun Belt,1662
2023,7,Kansas,Big 12,1546
2023,7,Kansas State,Big 12,1800
2023,7,Kent State,Mid-American,1121
2023,7,Kentucky,SEC,1591
2023,7,Liberty,Conference USA,1611
2023,7,Louisiana,Sun Belt,1542
2023,7,Louisiana Tech,Conference USA,1241
2023,7,Louisville,ACC,1657
2023,7,LSU,SEC,1809
2023,7,Marshall,Sun Belt,1518
2023,7,Maryland,Big Ten,1687
2023,7,Massachusetts,FBS Independents,926
2023,7,Memphis,American Athletic,1545
2023,7,Miami,ACC,1560
2023,7,Miami (OH),Mid-American,1455
2023,7,Michigan,Big Ten,2123
2023,7,Michigan State,Big Ten,1462
2023,7,Middle Tennessee,Conference USA,1285
2023,7,Minnesota,Big Ten,1571
2023,7,Mississippi State,SEC,1538
2023,7,Missouri,SEC,1580
2023,7,Navy,American Athletic,1365
2023,7,NC State,ACC,1502
2023,7,Nebraska,Big Ten,1470
2023,7,Nevada,Mountain West,1199
2023,7,New Mexico,Mountain West,1065
2023,7,New Mexico State,Conference USA,1320
2023,7,North Carolina,ACC,1756
2023,7,Northern Illinois,Mid-American,1405
2023,7,North Texas,American Athletic,1384
2023,7,Northwestern,Big Ten,1311
2023,7,Notre Dame,FBS Independents,1892
2023,7,Ohio,Mid-American,1531
2023,7,Ohio State,Big Ten,2073
2023,7,Oklahoma,Big 12,1939
2023,7,Oklahoma State,Big 12,1510
2023,7,Old Dominion,Sun Belt,1366
2023,7,Ole Miss,SEC,1685
2023,7,Oregon,Pac-12,1823
2023,7,Oregon State,Pac-12,1790
2023,7,Penn State,Big Ten,2010
2023,7,Pittsburgh,ACC,1549
2023,7,Purdue,Big Ten,1482
2023,7,Rice,American Athletic,1189
2023,7,Rutgers,Big Ten,1436
2023,7,Sam Houston,Conference USA,1355
2023,7,San Diego State,Mountain West,1356
2023,7,San José State,Mountain West,1396
2023,7,SMU,American Athletic,1552
2023,7,South Alabama,Sun Belt,1613
2023,7,South Carolina,SEC,1549
2023,7,Southern Miss,Sun Belt,1218
2023,7,South Florida,American Athletic,1178
2023,7,Stanford,Pac-12,1245
2023,7,Syracuse,ACC,1451
2023,7,TCU,Big 12,1713
2023,7,Temple,American Athletic,1049
2023,7,Tennessee,SEC,1902
2023,7,Texas,Big 12,1910
2023,7,Texas A&M,SEC,1738
2023,7,Texas State,Sun Belt,1376
2023,7,Texas Tech,Big 12,1637
2023,7,Toledo,Mid-American,1487
2023,7,Troy,Sun Belt,1638
2023,7,Tulane,American Athletic,1650
2023,7,Tulsa,American Athletic,1330
2023,7,UAB,American Athletic,1413
2023,7,UCF,Big 12,1540
2023,7,UCLA,Pac-12,1671
2023,7,UConn,FBS Independents,1192
2023,7,UL Monroe,Sun Belt,1096
2023,7,UNLV,Mountain West,1432
2023,7,USC,Pac-12,1768
2023,7,Utah,Pac-12,1775
2023,7,Utah State,Mountain West,1429
2023,7,UTEP,Conference USA,1196
2023,7,UTSA,American Athletic,1561
2023,7,Vanderbilt,SEC,1292
2023,7,Virginia,ACC,1311
2023,7,Virginia Tech,ACC,1466
2023,7,Wake Forest,ACC,1497
2023,7,Washington,Pac-12,1900
2023,7,Washington State,Pac-12,1480
2023,7,Western Kentucky,Conference USA,1529
2023,7,Western Michigan,Mid-American,1235
2023,7,West Virginia,Big 12,1492
2023,7,Wisconsin,Big Ten,1683
2023,7,Wyoming,Mountain West,1433
2023,8,Air Force,Mountain West,1776
2023,8,Akron,Mid-American,1051
2023,8,Alabama,SEC,1989
2023,8,App State,Sun Belt,1523
2023,8,Arizona,Pac-12,1606
2023,8,Arizona State,Pac-12,1409
2023,8,Arkansas,SEC,1596
2023,8,Arkansas State,Sun Belt,1083
2023,8,Army,FBS Independents,1301
2023,8,Auburn,SEC,1555
2023,8,Ball State,Mid-American,1167
2023,8,Baylor,Big 12,1467
2023,8,Boise State,Mountain West,1533
2023,8,Boston College,ACC,1356
2023,8,Bowling Green,Mid-American,1281
2023,8,Buffalo,Mid-American,1371
2023,8,BYU,Big 12,1511
2023,8,California,Pac-12,1491
2023,8,Central Michigan,Mid-American,1265
2023,8,Charlotte,American Athletic,1193
2023,8,Cincinnati,Big 12,1514
2023,8,Clemson,ACC,1721
2023,8,Coastal Carolina,Sun Belt,1405
2023,8,Colorado,Pac-12,1285
2023,8,Colorado State,Mountain West,1270
2023,8,Duke,ACC,1692
2023,8,East Carolina,American Athletic,1341
2023,8,Eastern Michigan,Mid-American,1373
2023,8,Florida,SEC,1595
2023,8,Florida Atlantic,American Athletic,1416
2023,8,Florida International,Conference USA,1081
2023,8,Florida State,ACC,1960
2023,8,Fresno State,Mountain West,1741
2023,8,Georgia,SEC,2070
2023,8,Georgia Southern,Sun Belt,1451
2023,8,Georgia State,Sun Belt,1537
2023,8,Georgia Tech,ACC,1328
2023,8,Hawai'i,Mountain West,1062
2023,8,Houston,Big 12,1556
2023,8,Illinois,Big Ten,1503
2023,8,Indiana,Big Ten,1290
2023,8,Iowa,Big Ten,1660
2023,8,Iowa State,Big 12,1595
2023,8,Jacksonville State,Conference USA,1487
2023,8,James Madison,Sun Belt,1673
2023,8,Kansas,Big 12,1546
2023,8,Kansas State,Big 12,1897
2023,8,Kent State,Mid-American,1101
2023,8,Kentucky,SEC,1591
2023,8,Liberty,Conference USA,1603
2023,8,Louisiana,Sun Belt,1537
2023,8,Louisiana Tech,Conference USA,1241
2023,8,Louisville,ACC,1657
2023,8,LSU,SEC,1952
2023,8,Marshall,Sun Belt,1507
2023,8,Maryland,Big Ten,1687
2023,8,Massachusetts,FBS Independents,926
2023,8,Memphis,American Athletic,1593
2023,8,Miami,ACC,1584
2023,8,Miami (OH),Mid-American,1451
2023,8,Michigan,Big Ten,2184
2023,8,Michigan State,Big Ten,1401
2023,8,Middle Tennessee,Conference USA,1293
2023,8,Minnesota,Big Ten,1579
2023,8,Mississippi State,SEC,1549
2023,8,Missouri,SEC,1630
2023,8,Navy,American Athletic,1376
2023,8,NC State,ACC,1502
2023,8,Nebraska,Big Ten,1474
2023,8,Nevada,Mountain West,1222
2023,8,New Mexico,Mountain West,1121
2023,8,New Mexico State,Conference USA,1360
2023,8,North Carolina,ACC,1717
2023,8,Northern Illinois,Mid-American,1413
2023,8,North Texas,American Athletic,1389
2023,8,Northwestern,Big Ten,1341
2023,8,Notre Dame,FBS Independents,1892
2023,8,Ohio,Mid-American,1528
2023,8,Ohio State,Big Ten,2081
2023,8,Oklahoma,Big 12,1934
2023,8,Oklahoma State,Big 12,1540
2023,8,Old Dominion,Sun Belt,1386
2023,8,Ole Miss,SEC,1689
2023,8,Oregon,Pac-12,1824
2023,8,Oregon State,Pac-12,1790
2023,8,Penn State,Big Ten,2002
2023,8,Pittsburgh,ACC,1544
2023,8,Purdue,Big Ten,1482
2023,8,Rice,American Athletic,1300
2023,8,Rutgers,Big Ten,1465
2023,8,Sam Houston,Conference USA,1319
2023,8,San Diego State,Mountain West,1333
2023,8,San José State,Mountain West,1449
2023,8,SMU,American Athletic,1653
2023,8,South Alabama,Sun Belt,1716
2023,8,South Carolina,SEC,1499
2023,8,Southern Miss,Sun Belt,1115
2023,8,South Florida,American Athletic,1183
2023,8,Stanford,Pac-12,1198
2023,8,Syracuse,ACC,1451
2023,8,TCU,Big 12,1616
2023,8,Temple,American Athletic,948
2023,8,Tennessee,SEC,1879
2023,8,Texas,Big 12,1897
2023,8,Texas A&M,SEC,1738
2023,8,Texas State,Sun Belt,1376
2023,8,Texas Tech,Big 12,1597
2023,8,Toledo,Mid-American,1491
2023,8,Troy,Sun Belt,1638
2023,8,Tulane,American Athletic,1645
2023,8,Tulsa,American Athletic,1219
2023,8,UAB,American Athletic,1365
2023,8,UCF,Big 12,1545
2023,8,UCLA,Pac-12,1718
2023,8,UConn,FBS Independents,1187
2023,8,UL Monroe,Sun Belt,1103
2023,8,UNLV,Mountain West,1430
2023,8,USC,Pac-12,1766
2023,8,Utah,Pac-12,1777
2023,8,Utah State,Mountain West,1376
2023,8,UTEP,Conference USA,1156
2023,8,UTSA,American Athletic,1621
2023,8,Vanderbilt,SEC,1292
2023,8,Virginia,ACC,1352
2023,8,Virginia Tech,ACC,1466
2023,8,Wake Forest,ACC,1502
2023,8,Washington,Pac-12,1884
2023,8,Washington State,Pac-12,1479
2023,8,Western Kentucky,Conference USA,1527
2023,8,Western Michigan,Mid-American,1238
2023,8,West Virginia,Big 12,1462
2023,8,Wisconsin,Big Ten,1678
2023,8,Wyoming,Mountain West,1433
2023,9,Air Force,Mountain West,1769
2023,9,Akron,Mid-American,1051
2023,9,Alabama,SEC,1989
2023,9,App State,Sun Belt,1513
2023,9,Arizona,Pac-12,1610
2023,9,Arizona State,Pac-12,1434
2023,9,Arkansas,SEC,1596
2023,9,Arkansas State,Sun Belt,1106
2023,9,Army,FBS Independents,1255
2023,9,Auburn,SEC,1583
2023,9,Ball State,Mid-American,1167
2023,9,Baylor,Big 12,1452
2023,9,Boise State,Mountain West,1585
2023,9,Boston College,ACC,1356
2023,9,Bowling Green,Mid-American,1281
2023,9,Buffalo,Mid-American,1371
2023,9,BYU,Big 12,1478
2023,9,California,Pac-12,1502
2023,9,Central Michigan,Mid-American,1265
2023,9,Charlotte,American Athletic,1161
2023,9,Cincinnati,Big 12,1430
2023,9,Clemson,ACC,1698
2023,9,Coastal Carolina,Sun Belt,1491
2023,9,Colorado,Pac-12,1294
2023,9,Colorado State,Mountain West,1277
2023,9,Duke,ACC,1632
2023,9,East Carolina,American Athletic,1336
2023,9,Eastern Michigan,Mid-American,1292
2023,9,Florida,SEC,1592
2023,9,Florida Atlantic,American Athletic,1448
2023,9,Florida International,Conference USA,1060
2023,9,Florida State,ACC,1976
2023,9,Fresno State,Mountain West,1734
2023,9,Georgia,SEC,2073
2023,9,Georgia Southern,Sun Belt,1497
2023,9,Georgia State,Sun Belt,1491
2023,9,Georgia Tech,ACC,1344
2023,9,Hawai'i,Mountain West,1010
2023,9,Houston,Big 12,1482
2023,9,Illinois,Big Ten,1503
2023,9,Indiana,Big Ten,1317
2023,9,Iowa,Big Ten,1660
2023,9,Iowa State,Big 12,1610
2023,9,Jacksonville State,Conference USA,1508
2023,9,James Madison,Sun Belt,1670
2023,9,Kansas,Big 12,1569
2023,9,Kansas State,Big 12,1971
2023,9,Kent State,Mid-American,1101
2023,9,Kentucky,SEC,1600
2023,9,Liberty,Conference USA,1625
2023,9,Louisiana,Sun Belt,1584
2023,9,Louisiana Tech,Conference USA,1244
2023,9,Louisville,ACC,1717
2023,9,LSU,SEC,1952
2023,9,Marshall,Sun Belt,1421
2023,9,Maryland,Big Ten,1661
2023,9,Massachusetts,FBS Independents,972
2023,9,Memphis,American Athletic,1586
2023,9,Miami,ACC,1582
2023,9,Miami (OH),Mid-American,1491
2023,9,Michigan,Big Ten,2184
2023,9,Michigan State,Big Ten,1385
2023,9,Middle Tennessee,Conference USA,1293
2023,9,Minnesota,Big Ten,1595
2023,9,Mississippi State,SEC,1521
2023,9,Missouri,SEC,1630
2023,9,Navy,American Athletic,1376
2023,9,NC State,ACC,1525
2023,9,Nebraska,Big Ten,1512
2023,9,Nevada,Mountain West,1232
2023,9,New Mexico,Mountain West,1111
2023,9,New Mexico State,Conference USA,1357
2023,9,North Carolina,ACC,1701
2023,9,Northern Illinois,Mid-American,1413
2023,9,North Texas,American Athletic,1396
2023,9,Northwestern,Big Ten,1367
2023,9,Notre Dame,FBS Independents,1998
2023,9,Ohio,Mid-American,1488
2023,9,Ohio State,Big Ten,2077
2023,9,Oklahoma,Big 12,1911
2023,9,Oklahoma State,Big 12,1624
2023,9,Old Dominion,Sun Belt,1389
2023,9,Ole Miss,SEC,1713
2023,9,Oregon,Pac-12,1899
2023,9,Oregon State,Pac-12,1786
2023,9,Penn State,Big Ten,1975
2023,9,Pittsburgh,ACC,1438
2023,9,Purdue,Big Ten,1444
2023,9,Rice,American Athletic,1315
2023,9,Rutgers,Big Ten,1465
2023,9,Sam Houston,Conference USA,1304
2023,9,San Diego State,Mountain West,1333
2023,9,San José State,Mountain West,1501
2023,9,SMU,American Athletic,1775
2023,9,South Alabama,Sun Belt,1669
2023,9,South Carolina,SEC,1493
2023,9,Southern Miss,Sun Belt,1125
2023,9,South Florida,American Athletic,1183
2023,9,Stanford,Pac-12,1230
2023,9,Syracuse,ACC,1379
2023,9,TCU,Big 12,1616
2023,9,Temple,American Athletic,948
2023,9,Tennessee,SEC,1870
2023,9,Texas,Big 12,1930
2023,9,Texas A&M,SEC,1744
2023,9,Texas State,Sun Belt,1359
2023,9,Texas Tech,Big 12,1597
2023,9,Toledo,Mid-American,1491
2023,9,Troy,Sun Belt,1655
2023,9,Tulane,American Athletic,1630
2023,9,Tulsa,American Athletic,1097
2023,9,UAB,American Athletic,1365
2023,9,UCF,Big 12,1508
2023,9,UCLA,Pac-12,1709
2023,9,UConn,FBS Independents,1187
2023,9,UL Monroe,Sun Belt,1080
2023,9,UNLV,Mountain West,1437
2023,9,USC,Pac-12,1755
2023,9,Utah,Pac-12,1702
2023,9,Utah State,Mountain West,1376
2023,9,UTEP,Conference USA,1171
2023,9,UTSA,American Athletic,1626
2023,9,Vanderbilt,SEC,1268
2023,9,Virginia,ACC,1354
2023,9,Virginia Tech,ACC,1538
2023,9,Wake Forest,ACC,1486
2023,9,Washington,Pac-12,1852
2023,9,Washington State,Pac-12,1454
2023,9,Western Kentucky,Conference USA,1505
2023,9,Western Michigan,Mid-American,1319
2023,9,West Virginia,Big 12,1499
2023,9,Wisconsin,Big Ten,1682
2023,9,Wyoming,Mountain West,1381
2023,10,Air Force,Mountain West,1663
2023,10,Akron,Mid-American,1055
2023,10,Alabama,SEC,2014
2023,10,App State,Sun Belt,1556
2023,10,Arizona,Pac-12,1657
2023,10,Arizona State,Pac-12,1313
2023,10,Arkansas,SEC,1600
2023,10,Arkansas State,Sun Belt,1210
2023,10,Army,FBS Independents,1361
2023,10,Auburn,SEC,1590
2023,10,Ball State,Mid-American,1167
2023,10,Baylor,Big 12,1452
2023,10,Boise State,Mountain West,1584
2023,10,Boston College,ACC,1371
2023,10,Bowling Green,Mid-American,1281
2023,10,Buffalo,Mid-American,1342
2023,10,BYU,Big 12,1400
2023,10,California,Pac-12,1425
2023,10,Central Michigan,Mid-American,1280
2023,10,Charlotte,American Athletic,1169
2023,10,Cincinnati,Big 12,1431
2023,10,Clemson,ACC,1730
2023,10,Coastal Carolina,Sun Belt,1491
2023,10,Colorado,Pac-12,1315
2023,10,Colorado State,Mountain West,1269
2023,10,Duke,ACC,1631
2023,10,East Carolina,American Athletic,1348
2023,10,Eastern Michigan,Mid-American,1292
2023,10,Florida,SEC,1588
2023,10,Florida Atlantic,American Athletic,1446
2023,10,Florida International,Conference USA,1060
2023,10,Florida State,ACC,1966
2023,10,Fresno State,Mountain West,1735
2023,10,Georgia,SEC,2060
2023,10,Georgia Southern,Sun Belt,1432
2023,10,Georgia State,Sun Belt,1436
2023,10,Georgia Tech,ACC,1423
2023,10,Hawai'i,Mountain West,1062
2023,10,Houston,Big 12,1482
2023,10,Illinois,Big Ten,1509
2023,10,Indiana,Big Ten,1344
2023,10,Iowa,Big Ten,1648
2023,10,Iowa State,Big 12,1594
2023,10,Jacksonville State,Conference USA,1490
2023,10,James Madison,Sun Belt,1725
2023,10,Kansas,Big 12,1585
2023,10,Kansas State,Big 12,1969
2023,10,Kent State,Mid-American,1097
2023,10,Kentucky,SEC,1645
2023,10,Liberty,Conference USA,1650
2023,10,Louisiana,Sun Belt,1480
2023,10,Louisiana Tech,Conference USA,1219
2023,10,Louisville,ACC,1779
2023,10,LSU,SEC,1927
2023,10,Marshall,Sun Belt,1378
2023,10,Maryland,Big Ten,1597
2023,10,Massachusetts,FBS Independents,958
2023,10,Memphis,American Athletic,1576
2023,10,Miami,ACC,1549
2023,10,Miami (OH),Mid-American,1491
2023,10,Michigan,Big Ten,2180
2023,10,Michigan State,Big Ten,1388
2023,10,Middle Tennessee,Conference USA,1289
2023,10,Minnesota,Big Ten,1589
2023,10,Mississippi State,SEC,1476
2023,10,Missouri,SEC,1643
2023,10,Navy,American Athletic,1306
2023,10,NC State,ACC,1558
2023,10,Nebraska,Big Ten,1509
2023,10,Nevada,Mountain West,1180
2023,10,New Mexico,Mountain West,1029
2023,10,New Mexico State,Conference USA,1361
2023,10,North Carolina,ACC,1701
2023,10,Northern Illinois,Mid-American,1398
2023,10,North Texas,American Athletic,1398
2023,10,Northwestern,Big Ten,1379
2023,10,Notre Dame,FBS Independents,1966
2023,10,Ohio,Mid-American,1488
2023,10,Ohio State,Big Ten,2065
2023,10,Oklahoma,Big 12,1906
2023,10,Oklahoma State,Big 12,1629
2023,10,Old Dominion,Sun Belt,1389
2023,10,Ole Miss,SEC,1714
2023,10,Oregon,Pac-12,1976
2023,10,Oregon State,Pac-12,1765
2023,10,Penn State,Big Ten,2039
2023,10,Pittsburgh,ACC,1448
2023,10,Purdue,Big Ten,1448
2023,10,Rice,American Athletic,1336
2023,10,Rutgers,Big Ten,1477
2023,10,Sam Houston,Conference USA,1307
2023,10,San Diego State,Mountain West,1321
2023,10,San José State,Mountain West,1501
2023,10,SMU,American Athletic,1754
2023,10,South Alabama,Sun Belt,1627
2023,10,South Carolina,SEC,1511
2023,10,Southern Miss,Sun Belt,1158
2023,10,South Florida,American Athletic,1193
2023,10,Stanford,Pac-12,1249
2023,10,Syracuse,ACC,1364
2023,10,TCU,Big 12,1605
2023,10,Temple,American Athletic,1018
2023,10,Tennessee,SEC,1948
2023,10,Texas,Big 12,1932
2023,10,Texas A&M,SEC,1743
2023,10,Texas State,Sun Belt,1424
2023,10,Texas Tech,Big 12,1608
2023,10,Toledo,Mid-American,1520
2023,10,Troy,Sun Belt,1697
2023,10,Tulane,American Athletic,1618
2023,10,Tulsa,American Athletic,1089
2023,10,UAB,American Athletic,1367
2023,10,UCF,Big 12,1507
2023,10,UCLA,Pac-12,1662
2023,10,UConn,FBS Independents,1109
2023,10,UL Monroe,Sun Belt,1047
2023,10,UNLV,Mountain West,1519
2023,10,USC,Pac-12,1743
2023,10,Utah,Pac-12,1823
2023,10,Utah State,Mountain West,1388
2023,10,UTEP,Conference USA,1181
2023,10,UTSA,American Athletic,1624
2023,10,Vanderbilt,SEC,1261
2023,10,Virginia,ACC,1275
2023,10,Virginia Tech,ACC,1476
2023,10,Wake Forest,ACC,1487
2023,10,Washington,Pac-12,1864
2023,10,Washington State,Pac-12,1435
2023,10,Western Kentucky,Conference USA,1495
2023,10,Western Michigan,Mid-American,1319
2023,10,West Virginia,Big 12,1577
2023,10,Wisconsin,Big Ten,1655
2023,10,Wyoming,Mountain West,1389
2023,11,Air Force,Mountain West,1573
2023,11,Akron,Mid-American,1052
2023,11,Alabama,SEC,2047
2023,11,App State,Sun Belt,1618
2023,11,Arizona,Pac-12,1642
2023,11,Arizona State,Pac-12,1368
2023,11,Arkansas,SEC,1485
2023,11,Arkansas State,Sun Belt,1222
2023,11,Army,FBS Independents,1350
2023,11,Auburn,SEC,1705
2023,11,Ball State,Mid-American,1186
2023,11,Baylor,Big 12,1419
2023,11,Boise State,Mountain West,1597
2023,11,Boston College,ACC,1313
2023,11,Bowling Green,Mid-American,1342
2023,11,Buffalo,Mid-American,1334
2023,11,BYU,Big 12,1334
2023,11,California,Pac-12,1426
2023,11,Central Michigan,Mid-American,1266
2023,11,Charlotte,American Athletic,1186
2023,11,Cincinnati,Big 12,1456
2023,11,Clemson,ACC,1749
2023,11,Coastal Carolina,Sun Belt,1499
2023,11,Colorado,Pac-12,1330
2023,11,Colorado State,Mountain West,1271
2023,11,Duke,ACC,1631
2023,11,East Carolina,American Athletic,1393
2023,11,Eastern Michigan,Mid-American,1251
2023,11,Florida,SEC,1581
2023,11,Florida Atlantic,American Athletic,1401
2023,11,Florida International,Conference USA,995
2023,11,Florida State,ACC,1954
2023,11,Fresno State,Mountain West,1647
2023,11,Georgia,SEC,2115
2023,11,Georgia Southern,Sun Belt,1425
2023,11,Georgia State,Sun Belt,1374
2023,11,Georgia Tech,ACC,1404
2023,11,Hawai'i,Mountain West,1152
2023,11,Houston,Big 12,1457
2023,11,Illinois,Big Ten,1508
2023,11,Indiana,Big Ten,1345
2023,11,Iowa,Big Ten,1683
2023,11,Iowa State,Big 12,1660
2023,11,Jacksonville State,Conference USA,1490
2023,11,James Madison,Sun Belt,1758
2023,11,Kansas,Big 12,1582
2023,11,Kansas State,Big 12,2002
2023,11,Kent State,Mid-American,1036
2023,11,Kentucky,SEC,1612
2023,11,Liberty,Conference USA,1693
2023,11,Louisiana,Sun Belt,1454
2023,11,Louisiana Tech,Conference USA,1192
2023,11,Louisville,ACC,1763
2023,11,LSU,SEC,1934
2023,11,Marshall,Sun Belt,1385
2023,11,Maryland,Big Ten,1596
2023,11,Massachusetts,FBS Independents,958
2023,11,Memphis,American Athletic,1559
2023,11,Miami,ACC,1561
2023,11,Miami (OH),Mid-American,1494
2023,11,Michigan,Big Ten,2187
2023,11,Michigan State,Big Ten,1369
2023,11,Middle Tennessee,Conference USA,1354
2023,11,Minnesota,Big Ten,1531
2023,11,Mississippi State,SEC,1392
2023,11,Missouri,SEC,1761
2023,11,Navy,American Athletic,1376
2023,11,NC State,ACC,1601
2023,11,Nebraska,Big Ten,1510
2023,11,Nevada,Mountain West,1162
2023,11,New Mexico,Mountain West,1016
2023,11,New Mexico State,Conference USA,1391
2023,11,North Carolina,ACC,1701
2023,11,Northern Illinois,Mid-American,1379
2023,11,North Texas,American Athletic,1376
2023,11,Northwestern,Big Ten,1441
2023,11,Notre Dame,FBS Independents,1966
2023,11,Ohio,Mid-American,1496
2023,11,Ohio State,Big Ten,2084
2023,11,Oklahoma,Big 12,1975
2023,11,Oklahoma State,Big 12,1486
2023,11,Old Dominion,Sun Belt,1346
2023,11,Ole Miss,SEC,1659
2023,11,Oregon,Pac-12,1976
2023,11,Oregon State,Pac-12,1830
2023,11,Penn State,Big Ten,2032
2023,11,Pittsburgh,ACC,1401
2023,11,Purdue,Big Ten,1506
2023,11,Rice,American Athletic,1318
2023,11,Rutgers,Big Ten,1442
2023,11,Sam Houston,Conference USA,1331
2023,11,San Diego State,Mountain West,1319
2023,11,San José State,Mountain West,1589
2023,11,SMU,American Athletic,1776
2023,11,South Alabama,Sun Belt,1615
2023,11,South Carolina,SEC,1597
2023,11,Southern Miss,Sun Belt,1184
2023,11,South Florida,American Athletic,1191
2023,11,Stanford,Pac-12,1184
